mature_acc	terms
MIMAT0004567-1	hsa-mir-219a-1;hsa-mir-219
MIMAT0004568-0	hsa-mir-221-5p;hsa-mir-221*
MIMAT0004568-1	hsa-mir-221
MIMAT0004569-0	hsa-mir-222-5p;hsa-mir-222*
MIMAT0004569-2	hsa-mir-222
MIMAT0004570-0	hsa-mir-223-5p;hsa-mir-223*
MIMAT0004570-2	hsa-mir-223
MIMAT0004571-0	hsa-mir-200b-5p;hsa-mir-200b*
MIMAT0004571-2	hsa-mir-200b
MIMAT0004584-0	hsa-let-7g-3p;hsa-let-7g*
MIMAT0004584-2	hsa-let-7g
MIMAT0004585-0	hsa-let-7i-3p;hsa-let-7i*
MIMAT0004585-2	hsa-let-7i
MIMAT0004586-0	hsa-mir-15b-3p;hsa-mir-15b*
MIMAT0004586-1	hsa-mir-15b
MIMAT0004587-0	hsa-mir-23b-5p;hsa-mir-23b*
MIMAT0004587-1	hsa-mir-23b
MIMAT0004588-0	hsa-mir-27b-5p;hsa-mir-27b*
MIMAT0004588-1	hsa-mir-27b
MIMAT0004589-0	hsa-mir-30b-3p;hsa-mir-30b*
MIMAT0004589-1	hsa-mir-30b
MIMAT0004590-0	hsa-mir-122-3p;hsa-mir-122*
MIMAT0004591-0	hsa-mir-124-5p;hsa-mir-124*
MIMAT0004591-2	hsa-mir-124-1;hsa-mir-124a-1;hsa-mir-124-2;hsa-mir-124a-2;hsa-mir-124-3;hsa-mir-124a-3
MIMAT0004592-0	hsa-mir-125b-1-3p;hsa-mir-125b-1*
MIMAT0004592-2	hsa-mir-125b-1
MIMAT0004593-0	hsa-mir-130a-5p;hsa-mir-130a*
MIMAT0004593-2	hsa-mir-130a
MIMAT0004594-0	hsa-mir-132-5p;hsa-mir-132*
MIMAT0004594-2	hsa-mir-132
MIMAT0004595-0	hsa-mir-135a-3p;hsa-mir-135a*
MIMAT0004595-2	hsa-mir-135a-1;hsa-mir-135-1
MIMAT0004596-0	hsa-mir-138-2-3p;hsa-mir-138-2*
MIMAT0004597-0	hsa-mir-140-3p
MIMAT0004597-1	hsa-mir-140
MIMAT0004598-0	hsa-mir-141-5p;hsa-mir-141*
MIMAT0004598-2	hsa-mir-141
MIMAT0004599-0	hsa-mir-143-5p;hsa-mir-143*
MIMAT0004599-2	hsa-mir-143
MIMAT0004600-0	hsa-mir-144-5p;hsa-mir-144*
MIMAT0004600-2	hsa-mir-144
MIMAT0004601-0	hsa-mir-145-3p;hsa-mir-145*
MIMAT0004601-2	hsa-mir-145
MIMAT0004602-0	hsa-mir-125a-3p
MIMAT0004602-2	hsa-mir-125a
MIMAT0004603-0	hsa-mir-125b-2-3p;hsa-mir-125b-2*
MIMAT0004603-2	hsa-mir-125b-2
MIMAT0004604-0	hsa-mir-127-5p
MIMAT0004604-2	hsa-mir-127
MIMAT0004605-0	hsa-mir-129-2-3p;hsa-mir-129-3p
MIMAT0004605-2	hsa-mir-129-2;hsa-mir-129b
MIMAT0004606-0	hsa-mir-136-3p;hsa-mir-136*
MIMAT0004606-2	hsa-mir-136
MIMAT0004607-0	hsa-mir-138-1-3p;hsa-mir-138-1*
MIMAT0004607-2	hsa-mir-138-1
MIMAT0004608-0	hsa-mir-146a-3p;hsa-mir-146a*
MIMAT0004608-2	hsa-mir-146a;hsa-mir-146
MIMAT0004609-0	hsa-mir-149-3p;hsa-mir-149*
MIMAT0004609-2	hsa-mir-149
MIMAT0004610-0	hsa-mir-150-3p;hsa-mir-150*
MIMAT0004610-1	hsa-mir-150
MIMAT0004611-0	hsa-mir-185-3p;hsa-mir-185*
MIMAT0004611-1	hsa-mir-185
MIMAT0004612-0	hsa-mir-186-3p;hsa-mir-186*
MIMAT0004612-2	hsa-mir-186
MIMAT0004613-0	hsa-mir-188-3p
MIMAT0004613-2	hsa-mir-188
MIMAT0004614-0	hsa-mir-193a-5p
MIMAT0004614-2	hsa-mir-193a;hsa-mir-193
MIMAT0004615-0	hsa-mir-195-3p;hsa-mir-195*
MIMAT0004615-2	hsa-mir-195
MIMAT0004657-0	hsa-mir-200c-5p;hsa-mir-200c*
MIMAT0004657-2	hsa-mir-200c
MIMAT0004658-0	hsa-mir-155-3p;hsa-mir-155*
MIMAT0004658-2	hsa-mir-155
MIMAT0004671-0	hsa-mir-194-3p;hsa-mir-194*
MIMAT0004671-2	hsa-mir-194-2
MIMAT0004672-0	hsa-mir-106b-3p;hsa-mir-106b*
MIMAT0004672-1	hsa-mir-106b
MIMAT0004673-0	hsa-mir-29c-5p;hsa-mir-29c*
MIMAT0004673-1	hsa-mir-29c
MIMAT0004674-0	hsa-mir-30c-1-3p;hsa-mir-30c-1*
MIMAT0004674-2	hsa-mir-30c-1
MIMAT0004675-0	hsa-mir-219a-2-3p
MIMAT0004675-1	hsa-mir-219a-2
MIMAT0004676-0	hsa-mir-34b-3p;hsa-mir-34b
MIMAT0004676-1	hsa-mir-34b
MIMAT0004677-0	hsa-mir-34c-3p
MIMAT0004677-2	hsa-mir-34c
MIMAT0004678-0	hsa-mir-99b-3p;hsa-mir-99b*
MIMAT0004678-2	hsa-mir-99b
MIMAT0004679-0	hsa-mir-296-3p
MIMAT0004679-2	hsa-mir-296
MIMAT0004680-0	hsa-mir-130b-5p;hsa-mir-130b*
MIMAT0004680-2	hsa-mir-130b
MIMAT0004681-0	hsa-mir-26a-2-3p;hsa-mir-26a-2*
MIMAT0004681-2	hsa-mir-26a-2
MIMAT0004682-0	hsa-mir-361-3p
MIMAT0004682-1	hsa-mir-361
MIMAT0004683-0	hsa-mir-362-3p
MIMAT0004683-1	hsa-mir-362
MIMAT0004685-0	hsa-mir-302d-5p;hsa-mir-302d*
MIMAT0004685-2	hsa-mir-302d
MIMAT0004686-0	hsa-mir-367-5p;hsa-mir-367*
MIMAT0004687-0	hsa-mir-371a-5p;hsa-mir-371-5p
MIMAT0004687-1	hsa-mir-371a;hsa-mir-371
MIMAT0004688-0	hsa-mir-374a-3p;hsa-mir-374a*
MIMAT0004688-1	hsa-mir-374a;hsa-mir-374
MIMAT0004689-0	hsa-mir-377-5p;hsa-mir-377*
MIMAT0004689-2	hsa-mir-377
MIMAT0004690-0	hsa-mir-379-3p;hsa-mir-379*
MIMAT0004690-2	hsa-mir-379
MIMAT0004692-0	hsa-mir-340-5p;hsa-mir-340
MIMAT0004692-1	hsa-mir-340
MIMAT0004693-0	hsa-mir-330-5p
MIMAT0004693-2	hsa-mir-330
MIMAT0004694-0	hsa-mir-342-5p
MIMAT0004694-1	hsa-mir-342
MIMAT0004695-0	hsa-mir-337-5p
MIMAT0004695-2	hsa-mir-337
MIMAT0004696-0	hsa-mir-323a-5p;hsa-mir-323-5p
MIMAT0004696-2	hsa-mir-323a;hsa-mir-323
MIMAT0004697-0	hsa-mir-151a-5p;hsa-mir-151-5p
MIMAT0004697-2	hsa-mir-151a;hsa-mir-151
MIMAT0004698-0	hsa-mir-135b-3p;hsa-mir-135b*
MIMAT0004698-2	hsa-mir-135b
MIMAT0004699-0	hsa-mir-148b-5p;hsa-mir-148b*
MIMAT0004699-2	hsa-mir-148b
MIMAT0004700-0	hsa-mir-331-5p
MIMAT0004700-2	hsa-mir-331
MIMAT0004701-0	hsa-mir-338-5p
MIMAT0004701-2	hsa-mir-338
MIMAT0004702-0	hsa-mir-339-3p
MIMAT0004702-1	hsa-mir-339
MIMAT0004703-0	hsa-mir-335-3p;hsa-mir-335*
MIMAT0004703-2	hsa-mir-335
MIMAT0004748-0	hsa-mir-423-5p
MIMAT0004748-1	hsa-mir-423
MIMAT0004749-0	hsa-mir-424-3p;hsa-mir-424*
MIMAT0004749-2	hsa-mir-424
MIMAT0004751-0	hsa-mir-18b-3p;hsa-mir-18b*
MIMAT0004751-2	hsa-mir-18b
MIMAT0004752-0	hsa-mir-20b-3p;hsa-mir-20b*
MIMAT0004752-2	hsa-mir-20b
MIMAT0004757-0	hsa-mir-431-3p;hsa-mir-431*
MIMAT0004757-2	hsa-mir-431
MIMAT0004761-0	hsa-mir-483-5p
MIMAT0004761-1	hsa-mir-483
MIMAT0004762-0	hsa-mir-486-3p
MIMAT0004762-1	hsa-mir-486-1;hsa-mir-486;hsa-mir-486-2
MIMAT0004763-0	hsa-mir-488-3p;hsa-mir-488
MIMAT0004763-1	hsa-mir-488
MIMAT0004764-0	hsa-mir-490-5p
MIMAT0004764-1	hsa-mir-490
MIMAT0004765-0	hsa-mir-491-3p
MIMAT0004765-2	hsa-mir-491
MIMAT0004766-0	hsa-mir-146b-3p
MIMAT0004766-2	hsa-mir-146b
MIMAT0004767-0	hsa-mir-193b-5p;hsa-mir-193b*
MIMAT0004767-1	hsa-mir-193b
MIMAT0004768-0	hsa-mir-497-3p;hsa-mir-497*
MIMAT0004768-2	hsa-mir-497
MIMAT0004770-0	hsa-mir-516a-5p
MIMAT0004770-1	hsa-mir-516a-1;hsa-mir-516-1;hsa-mir-516a-2;hsa-mir-516-2
MIMAT0004772-0	hsa-mir-499a-3p;hsa-mir-499-3p
MIMAT0004773-0	hsa-mir-500a-5p;hsa-mir-500;hsa-mir-500a
MIMAT0004773-2	hsa-mir-500a;hsa-mir-500
MIMAT0004774-0	hsa-mir-501-3p
MIMAT0004774-1	hsa-mir-501
MIMAT0004775-0	hsa-mir-502-3p
MIMAT0004775-1	hsa-mir-502
MIMAT0004776-0	hsa-mir-505-5p;hsa-mir-505*
MIMAT0004776-1	hsa-mir-505
MIMAT0004777-0	hsa-mir-513a-3p;hsa-mir-513-3p
MIMAT0004777-2	hsa-mir-513a-1;hsa-mir-513-1;hsa-mir-513a-2;hsa-mir-513-2
MIMAT0004778-0	hsa-mir-508-5p
MIMAT0004778-2	hsa-mir-508
MIMAT0004779-0	hsa-mir-509-5p
MIMAT0004779-2	hsa-mir-509-1;hsa-mir-509;hsa-mir-509-2
MIMAT0004780-0	hsa-mir-532-3p
MIMAT0004780-2	hsa-mir-532
MIMAT0004784-0	hsa-mir-455-3p
MIMAT0004784-1	hsa-mir-455
MIMAT0004785-0	hsa-mir-545-5p;hsa-mir-545*
MIMAT0004785-2	hsa-mir-545
MIMAT0004792-0	hsa-mir-92b-5p;hsa-mir-92b*
MIMAT0004792-2	hsa-mir-92b
MIMAT0004793-0	hsa-mir-556-3p
MIMAT0004793-1	hsa-mir-556
MIMAT0004794-0	hsa-mir-551b-5p;hsa-mir-551b*
MIMAT0004794-2	hsa-mir-551b
MIMAT0004795-0	hsa-mir-574-5p
MIMAT0004795-1	hsa-mir-574
MIMAT0004796-0	hsa-mir-576-3p
MIMAT0004796-2	hsa-mir-576
MIMAT0004797-0	hsa-mir-582-3p
MIMAT0004797-1	hsa-mir-582
MIMAT0004798-0	hsa-mir-548b-5p
MIMAT0004798-2	hsa-mir-548b
MIMAT0004799-0	hsa-mir-589-5p;hsa-mir-589
MIMAT0004799-1	hsa-mir-589
MIMAT0004800-0	hsa-mir-550a-5p;hsa-mir-550;hsa-mir-550a
MIMAT0004800-2	hsa-mir-550a-1;hsa-mir-550-1;hsa-mir-550a-2;hsa-mir-550-2
MIMAT0004801-0	hsa-mir-590-3p
MIMAT0004801-2	hsa-mir-590
MIMAT0004802-0	hsa-mir-593-3p;hsa-mir-593
MIMAT0004803-0	hsa-mir-548a-5p
MIMAT0004803-2	hsa-mir-548a-3
MIMAT0004804-0	hsa-mir-615-5p
MIMAT0004804-2	hsa-mir-615
MIMAT0004805-0	hsa-mir-616-3p;hsa-mir-616
MIMAT0004805-1	hsa-mir-616
MIMAT0004806-0	hsa-mir-548c-5p
MIMAT0004806-1	hsa-mir-548c
MIMAT0004807-0	hsa-mir-624-3p;hsa-mir-624
MIMAT0004807-2	hsa-mir-624
MIMAT0004808-0	hsa-mir-625-3p;hsa-mir-625*
MIMAT0004808-2	hsa-mir-625
MIMAT0004809-0	hsa-mir-628-5p
MIMAT0004809-1	hsa-mir-628
MIMAT0004810-0	hsa-mir-629-5p;hsa-mir-629
MIMAT0004810-1	hsa-mir-629
MIMAT0004811-0	hsa-mir-33b-3p;hsa-mir-33b*
MIMAT0004811-2	hsa-mir-33b
MIMAT0004812-0	hsa-mir-548d-5p
MIMAT0004812-1	hsa-mir-548d-1;hsa-mir-548d-2
MIMAT0004813-0	hsa-mir-411-3p;hsa-mir-411*
MIMAT0004813-2	hsa-mir-411
MIMAT0004814-0	hsa-mir-654-3p
MIMAT0004814-1	hsa-mir-654
MIMAT0004819-0	hsa-mir-671-3p
MIMAT0004819-2	hsa-mir-671
MIMAT0004901-0	hsa-mir-298
MIMAT0004902-0	hsa-mir-891a-5p
MIMAT0004902-1	hsa-mir-891a
MIMAT0004903-0	hsa-mir-300
MIMAT0004907-0	hsa-mir-892a
MIMAT0004909-0	hsa-mir-450b-5p
MIMAT0004909-1	hsa-mir-450b
MIMAT0004910-0	hsa-mir-450b-3p
MIMAT0004910-2	hsa-mir-450b
MIMAT0004911-0	hsa-mir-874-3p
MIMAT0004911-1	hsa-mir-874
MIMAT0004912-0	hsa-mir-890
MIMAT0004913-0	hsa-mir-891b
MIMAT0004916-0	hsa-mir-888-5p;hsa-mir-888
MIMAT0004917-0	hsa-mir-888-3p;hsa-mir-888*
MIMAT0004918-0	hsa-mir-892b
MIMAT0004919-0	hsa-mir-541-5p;hsa-mir-541*
MIMAT0004919-1	hsa-mir-541
MIMAT0004920-0	hsa-mir-541-3p;hsa-mir-541
MIMAT0004920-2	hsa-mir-541
MIMAT0004921-0	hsa-mir-889-3p
MIMAT0004921-1	hsa-mir-889
MIMAT0004922-0	hsa-mir-875-5p
MIMAT0004922-1	hsa-mir-875
MIMAT0004923-0	hsa-mir-875-3p
MIMAT0004924-0	hsa-mir-876-5p
MIMAT0004924-1	hsa-mir-876
MIMAT0004925-0	hsa-mir-876-3p
MIMAT0004925-2	hsa-mir-876
MIMAT0004926-0	hsa-mir-708-5p;hsa-mir-708
MIMAT0004926-1	hsa-mir-708
MIMAT0004927-0	hsa-mir-708-3p;hsa-mir-708*
MIMAT0004927-2	hsa-mir-708
MIMAT0004928-0	hsa-mir-147b
MIMAT0004928-1	hsa-mir-147b
MIMAT0004929-0	hsa-mir-190b
MIMAT0004929-1	hsa-mir-190b
MIMAT0004945-0	hsa-mir-744-5p;hsa-mir-744
MIMAT0004945-1	hsa-mir-744
MIMAT0004946-0	hsa-mir-744-3p;hsa-mir-744*
MIMAT0004946-2	hsa-mir-744
MIMAT0004947-0	hsa-mir-885-5p
MIMAT0004947-1	hsa-mir-885
MIMAT0004948-0	hsa-mir-885-3p
MIMAT0004948-2	hsa-mir-885
MIMAT0004949-0	hsa-mir-877-5p;hsa-mir-877
MIMAT0004949-1	hsa-mir-877
MIMAT0004950-0	hsa-mir-877-3p;hsa-mir-877*
MIMAT0004950-2	hsa-mir-877
MIMAT0004951-0	hsa-mir-887-3p
MIMAT0004951-1	hsa-mir-887
MIMAT0004952-0	hsa-mir-665
MIMAT0004952-1	hsa-mir-665
MIMAT0004953-0	hsa-mir-873-5p;hsa-mir-873
MIMAT0004953-2	hsa-mir-873
MIMAT0004954-0	hsa-mir-543
MIMAT0004954-1	hsa-mir-543
MIMAT0004955-0	hsa-mir-374b-5p;hsa-mir-374b
MIMAT0004955-1	hsa-mir-374b
MIMAT0004956-0	hsa-mir-374b-3p;hsa-mir-374b*
MIMAT0004956-2	hsa-mir-374b
MIMAT0004957-0	hsa-mir-760
MIMAT0004957-1	hsa-mir-760
MIMAT0004958-0	hsa-mir-301b-3p;hsa-mir-301b
MIMAT0004958-1	hsa-mir-301b
MIMAT0004959-0	hsa-mir-216b-5p
MIMAT0004959-1	hsa-mir-216b
MIMAT0004960-0	hsa-mir-208b-3p
MIMAT0004960-1	hsa-mir-208b
MIMAT0004970-0	hsa-mir-920
MIMAT0004971-0	hsa-mir-921
MIMAT0004972-0	hsa-mir-922
MIMAT0004974-0	hsa-mir-924
MIMAT0004975-0	hsa-mir-509-3-5p
MIMAT0004975-2	hsa-mir-509-3
MIMAT0004976-0	hsa-mir-933
MIMAT0004976-1	hsa-mir-933
MIMAT0004977-0	hsa-mir-934
MIMAT0004977-1	hsa-mir-934
MIMAT0004978-0	hsa-mir-935
MIMAT0004978-1	hsa-mir-935
MIMAT0004979-0	hsa-mir-936
MIMAT0004980-0	hsa-mir-937-3p;hsa-mir-937
MIMAT0004980-1	hsa-mir-937
MIMAT0004981-0	hsa-mir-938
MIMAT0004981-1	hsa-mir-938
MIMAT0004982-0	hsa-mir-939-5p;hsa-mir-939
MIMAT0004982-2	hsa-mir-939
MIMAT0004983-0	hsa-mir-940
MIMAT0004983-1	hsa-mir-940
MIMAT0004984-0	hsa-mir-941
MIMAT0004984-1	hsa-mir-941-1;hsa-mir-941-2;hsa-mir-941-3;hsa-mir-941-4;hsa-mir-941-5
MIMAT0004985-0	hsa-mir-942-5p
MIMAT0004985-1	hsa-mir-942
MIMAT0004986-0	hsa-mir-943
MIMAT0004986-1	hsa-mir-943
MIMAT0004987-0	hsa-mir-944
MIMAT0004987-1	hsa-mir-944
MIMAT0005449-0	hsa-mir-523-5p;hsa-mir-523*
MIMAT0005449-1	hsa-mir-523
MIMAT0005450-0	hsa-mir-518e-5p;hsa-mir-518e*
MIMAT0005450-1	hsa-mir-518e
MIMAT0005451-0	hsa-mir-522-5p;hsa-mir-522*
MIMAT0005451-1	hsa-mir-522
MIMAT0005452-0	hsa-mir-519a-5p;hsa-mir-519a*
MIMAT0005452-2	hsa-mir-519a-1
MIMAT0005454-0	hsa-mir-519b-5p
MIMAT0005454-1	hsa-mir-519b
MIMAT0005455-0	hsa-mir-520c-5p
MIMAT0005455-2	hsa-mir-520c
MIMAT0005456-0	hsa-mir-518d-5p
MIMAT0005456-1	hsa-mir-518d
MIMAT0005457-0	hsa-mir-518a-5p
MIMAT0005457-2	hsa-mir-518a-1;hsa-mir-518a-2
MIMAT0005458-0	hsa-mir-1224-5p
MIMAT0005458-1	hsa-mir-1224
MIMAT0005459-0	hsa-mir-1224-3p
MIMAT0005459-2	hsa-mir-1224
MIMAT0005572-0	hsa-mir-1225-5p
MIMAT0005573-0	hsa-mir-1225-3p
MIMAT0005576-0	hsa-mir-1226-5p;hsa-mir-1226*
MIMAT0005576-2	hsa-mir-1226
MIMAT0005577-0	hsa-mir-1226-3p;hsa-mir-1226
MIMAT0005577-1	hsa-mir-1226
MIMAT0005580-0	hsa-mir-1227-3p;hsa-mir-1227
MIMAT0005580-1	hsa-mir-1227
MIMAT0005582-0	hsa-mir-1228-5p;hsa-mir-1228*
MIMAT0005582-1	hsa-mir-1228
MIMAT0005583-0	hsa-mir-1228-3p;hsa-mir-1228
MIMAT0005583-2	hsa-mir-1228
MIMAT0005584-0	hsa-mir-1229-3p;hsa-mir-1229
MIMAT0005584-1	hsa-mir-1229
MIMAT0005586-0	hsa-mir-1231
MIMAT0005588-0	hsa-mir-1233-3p;hsa-mir-1233
MIMAT0005589-0	hsa-mir-1234-3p;hsa-mir-1234
MIMAT0005591-0	hsa-mir-1236-3p;hsa-mir-1236
MIMAT0005592-0	hsa-mir-1237-3p;hsa-mir-1237
MIMAT0005592-1	hsa-mir-1237
MIMAT0005593-0	hsa-mir-1238-3p;hsa-mir-1238
MIMAT0005788-0	hsa-mir-513b-5p
MIMAT0005788-1	hsa-mir-513b;hsa-mir-513b
MIMAT0005789-0	hsa-mir-513c-5p;hsa-mir-513c
MIMAT0005789-1	hsa-mir-513c;hsa-mir-513c
MIMAT0005791-0	hsa-mir-1264
MIMAT0005791-1	hsa-mir-1264
MIMAT0005792-0	hsa-mir-320b
MIMAT0005792-1	hsa-mir-320b-1;hsa-mir-320b-1;hsa-mir-320b-2;hsa-mir-320b-2
MIMAT0005793-0	hsa-mir-320c
MIMAT0005793-1	hsa-mir-320c-1;hsa-mir-320c-1;hsa-mir-320c-2;hsa-mir-320c-2
MIMAT0005794-0	hsa-mir-1296-5p
MIMAT0005794-1	hsa-mir-1296
MIMAT0005795-0	hsa-mir-1323
MIMAT0005795-1	hsa-mir-1323
MIMAT0005796-0	hsa-mir-1271-5p;hsa-mir-1271
MIMAT0005796-1	hsa-mir-1271
MIMAT0005797-0	hsa-mir-1301-3p
MIMAT0005797-1	hsa-mir-1301
MIMAT0005798-0	hsa-mir-1185-5p;hsa-mir-1185
MIMAT0005798-2	hsa-mir-1185-2;hsa-mir-1185-1
MIMAT0005799-0	hsa-mir-1283
MIMAT0005799-1	hsa-mir-1283-1;hsa-mir-1283-2
MIMAT0005800-0	hsa-mir-1298-5p
MIMAT0005800-1	hsa-mir-1298
MIMAT0005823-0	hsa-mir-1178-3p;hsa-mir-1178
MIMAT0005824-0	hsa-mir-1179
MIMAT0005824-1	hsa-mir-1179
MIMAT0005825-0	hsa-mir-1180-3p
MIMAT0005825-1	hsa-mir-1180
MIMAT0005826-0	hsa-mir-1181
MIMAT0005826-1	hsa-mir-1181
MIMAT0005827-0	hsa-mir-1182
MIMAT0005828-0	hsa-mir-1183
MIMAT0005829-0	hsa-mir-1184
MIMAT0005863-0	hsa-mir-1200
MIMAT0005865-0	hsa-mir-1202
MIMAT0005865-1	hsa-mir-1202
MIMAT0005866-0	hsa-mir-1203
MIMAT0005867-0	hsa-mir-663b
MIMAT0005867-1	hsa-mir-663b;hsa-mir-663b
MIMAT0005868-0	hsa-mir-1204
MIMAT0005869-0	hsa-mir-1205
MIMAT0005870-0	hsa-mir-1206
MIMAT0005871-0	hsa-mir-1207-5p
MIMAT0005872-0	hsa-mir-1207-3p
MIMAT0005873-0	hsa-mir-1208
MIMAT0005874-0	hsa-mir-548e-3p
MIMAT0005874-1	hsa-mir-548e;hsa-mir-548e
MIMAT0005875-0	hsa-mir-548j-5p
MIMAT0005875-1	hsa-mir-548j;hsa-mir-548j
MIMAT0005876-0	hsa-mir-1285-3p;hsa-mir-1285
MIMAT0005876-1	hsa-mir-1285-1;hsa-mir-1285-2
MIMAT0005877-0	hsa-mir-1286
MIMAT0005877-1	hsa-mir-1286
MIMAT0005878-0	hsa-mir-1287-5p
MIMAT0005878-1	hsa-mir-1287
MIMAT0005879-0	hsa-mir-1289
MIMAT0005879-1	hsa-mir-1289-1;hsa-mir-1289-2
MIMAT0005880-0	hsa-mir-1290
MIMAT0005880-1	hsa-mir-1290
MIMAT0005881-0	hsa-mir-1291
MIMAT0005881-1	hsa-mir-1291
MIMAT0005882-0	hsa-mir-548k
MIMAT0005882-1	hsa-mir-548k;hsa-mir-548k
MIMAT0005883-0	hsa-mir-1293
MIMAT0005883-1	hsa-mir-1293
MIMAT0005884-0	hsa-mir-1294
MIMAT0005884-1	hsa-mir-1294
MIMAT0005885-0	hsa-mir-1295a;hsa-mir-1295
MIMAT0005885-1	hsa-mir-1295a;hsa-mir-1295
MIMAT0005886-0	hsa-mir-1297
MIMAT0005886-1	hsa-mir-1297
MIMAT0005887-0	hsa-mir-1299
MIMAT0005887-1	hsa-mir-1299
MIMAT0005889-0	hsa-mir-548l
MIMAT0005889-1	hsa-mir-548l;hsa-mir-548l
MIMAT0005890-0	hsa-mir-1302
MIMAT0005890-1	hsa-mir-1302-1;hsa-mir-1302-2;hsa-mir-1302-3;hsa-mir-1302-4;hsa-mir-1302-5;hsa-mir-1302-6;hsa-mir-1302-7;hsa-mir-1302-8;hsa-mir-1302-9;hsa-mir-1302-9;hsa-mir-1302-10;hsa-mir-1302-11
MIMAT0005891-0	hsa-mir-1303
MIMAT0005891-1	hsa-mir-1303
MIMAT0005892-0	hsa-mir-1304-5p;hsa-mir-1304
MIMAT0005892-1	hsa-mir-1304
MIMAT0005893-0	hsa-mir-1305
MIMAT0005893-1	hsa-mir-1305
MIMAT0005894-0	hsa-mir-1243
MIMAT0005894-1	hsa-mir-1243
MIMAT0005895-0	hsa-mir-548f-3p
MIMAT0005895-1	hsa-mir-548f-1;hsa-mir-548f-1;hsa-mir-548f-2;hsa-mir-548f-2;hsa-mir-548f-3;hsa-mir-548f-3;hsa-mir-548f-4;hsa-mir-548f-4;hsa-mir-548f-5;hsa-mir-548f-5
MIMAT0005896-0	hsa-mir-1244
MIMAT0005896-1	hsa-mir-1244-1;hsa-mir-1244;hsa-mir-1244-2;hsa-mir-1244-2;hsa-mir-1244-3;hsa-mir-1244-3;hsa-mir-1244-4
MIMAT0005897-0	hsa-mir-1245a;hsa-mir-1245
MIMAT0005897-1	hsa-mir-1245a;hsa-mir-1245
MIMAT0005898-0	hsa-mir-1246
MIMAT0005898-1	hsa-mir-1246
MIMAT0005899-0	hsa-mir-1247-5p;hsa-mir-1247
MIMAT0005899-2	hsa-mir-1247
MIMAT0005900-0	hsa-mir-1248
MIMAT0005900-1	hsa-mir-1248
MIMAT0005901-0	hsa-mir-1249-3p;hsa-mir-1249
MIMAT0005901-1	hsa-mir-1249
MIMAT0005902-0	hsa-mir-1250-5p
MIMAT0005902-1	hsa-mir-1250
MIMAT0005903-0	hsa-mir-1251-5p
MIMAT0005903-1	hsa-mir-1251
MIMAT0005904-0	hsa-mir-1253
MIMAT0005905-0	hsa-mir-1254
MIMAT0005905-1	hsa-mir-1254-1;hsa-mir-1254;hsa-mir-1254-2
MIMAT0005906-0	hsa-mir-1255a
MIMAT0005906-1	hsa-mir-1255a;hsa-mir-1255a
MIMAT0005907-0	hsa-mir-1256
MIMAT0005907-1	hsa-mir-1256
MIMAT0005908-0	hsa-mir-1257
MIMAT0005908-1	hsa-mir-1257
MIMAT0005909-0	hsa-mir-1258
MIMAT0005909-1	hsa-mir-1258
MIMAT0005911-0	hsa-mir-1260a;hsa-mir-1260
MIMAT0005911-1	hsa-mir-1260a;hsa-mir-1260
MIMAT0005912-0	hsa-mir-548g-3p;hsa-mir-548g
MIMAT0005913-0	hsa-mir-1261
MIMAT0005913-1	hsa-mir-1261
MIMAT0005914-0	hsa-mir-1262
MIMAT0005914-1	hsa-mir-1262
MIMAT0005915-0	hsa-mir-1263
MIMAT0005916-0	hsa-mir-548n
MIMAT0005916-1	hsa-mir-548n;hsa-mir-548n
MIMAT0005917-0	hsa-mir-548m
MIMAT0005918-0	hsa-mir-1265
MIMAT0005919-0	hsa-mir-548o-3p;hsa-mir-548o
MIMAT0005919-1	hsa-mir-548o;hsa-mir-548o;hsa-mir-548o-2
MIMAT0005920-0	hsa-mir-1266-5p
MIMAT0005920-1	hsa-mir-1266
MIMAT0005921-0	hsa-mir-1267
MIMAT0005921-1	hsa-mir-1267
MIMAT0005922-0	hsa-mir-1268a;hsa-mir-1268
MIMAT0005922-1	hsa-mir-1268a;hsa-mir-1268
MIMAT0005923-0	hsa-mir-1269a;hsa-mir-1269
MIMAT0005923-1	hsa-mir-1269a;hsa-mir-1269
MIMAT0005924-0	hsa-mir-1270
MIMAT0005924-1	hsa-mir-1270;hsa-mir-1270-1
MIMAT0005925-0	hsa-mir-1272
MIMAT0005925-1	hsa-mir-1272
MIMAT0005926-0	hsa-mir-1273a;hsa-mir-1273
MIMAT0005926-1	hsa-mir-1273a;hsa-mir-1273
MIMAT0005928-0	hsa-mir-548h-5p;hsa-mir-548h
MIMAT0005928-1	hsa-mir-548h-1;hsa-mir-548h-1;hsa-mir-548h-2;hsa-mir-548h-2;hsa-mir-548h-3;hsa-mir-548h-3;hsa-mir-548h-4;hsa-mir-548h-4;hsa-mir-548h-5
MIMAT0005929-0	hsa-mir-1275
MIMAT0005929-1	hsa-mir-1275
MIMAT0005930-0	hsa-mir-1276
MIMAT0005930-1	hsa-mir-1276
MIMAT0005931-0	hsa-mir-302e
MIMAT0005931-1	hsa-mir-302e;hsa-mir-302e
MIMAT0005932-0	hsa-mir-302f
MIMAT0005933-0	hsa-mir-1277-3p;hsa-mir-1277
MIMAT0005933-1	hsa-mir-1277
MIMAT0005934-0	hsa-mir-548p
MIMAT0005934-1	hsa-mir-548p;hsa-mir-548p
MIMAT0005935-0	hsa-mir-548i
