mature_acc	terms
MIMAT0022691-0	hsa-mir-197-5p
MIMAT0022691-2	hsa-mir-197
MIMAT0022692-0	hsa-mir-181b-3p
MIMAT0022692-2	hsa-mir-181b-1;hsa-mir-181b
MIMAT0022693-0	hsa-mir-204-3p
MIMAT0022693-2	hsa-mir-204
MIMAT0022694-0	hsa-mir-211-3p
MIMAT0022694-2	hsa-mir-211
MIMAT0022695-0	hsa-mir-212-5p
MIMAT0022695-1	hsa-mir-212
MIMAT0022696-0	hsa-mir-301a-5p
MIMAT0022696-1	hsa-mir-301a;hsa-mir-301
MIMAT0022697-0	hsa-mir-382-3p
MIMAT0022697-1	hsa-mir-382
MIMAT0022698-0	hsa-mir-345-3p
MIMAT0022698-2	hsa-mir-345
MIMAT0022700-0	hsa-mir-450a-1-3p
MIMAT0022700-2	hsa-mir-450a-1;hsa-mir-450;hsa-mir-450-1
MIMAT0022701-0	hsa-mir-506-5p
MIMAT0022701-1	hsa-mir-506
MIMAT0022702-0	hsa-mir-514a-5p
MIMAT0022702-2	hsa-mir-514a-1;hsa-mir-514-1;hsa-mir-514a-2;hsa-mir-514-2;hsa-mir-514a-3;hsa-mir-514-3
MIMAT0022705-0	hsa-mir-539-3p
MIMAT0022705-1	hsa-mir-539
MIMAT0022706-0	hsa-mir-561-5p
MIMAT0022706-1	hsa-mir-561
MIMAT0022707-0	hsa-mir-570-5p
MIMAT0022707-2	hsa-mir-570
MIMAT0022708-0	hsa-mir-584-3p
MIMAT0022708-2	hsa-mir-584
MIMAT0022709-0	hsa-mir-652-5p
MIMAT0022709-2	hsa-mir-652
MIMAT0022710-0	hsa-mir-659-5p
MIMAT0022710-1	hsa-mir-659
MIMAT0022711-0	hsa-mir-660-3p
MIMAT0022711-2	hsa-mir-660
MIMAT0022712-0	hsa-mir-1271-3p
MIMAT0022712-2	hsa-mir-1271
MIMAT0022713-0	hsa-mir-1185-2-3p
MIMAT0022713-1	hsa-mir-1185-2
MIMAT0022714-0	hsa-mir-766-5p
MIMAT0022714-1	hsa-mir-766
MIMAT0022717-0	hsa-mir-873-3p
MIMAT0022717-1	hsa-mir-873
MIMAT0022719-0	hsa-mir-1285-5p
MIMAT0022719-2	hsa-mir-1285-1
MIMAT0022720-0	hsa-mir-1304-3p
MIMAT0022720-2	hsa-mir-1304
MIMAT0022721-0	hsa-mir-1247-3p
MIMAT0022721-1	hsa-mir-1247
MIMAT0022722-0	hsa-mir-548g-5p
MIMAT0022722-1	hsa-mir-548g;hsa-mir-548g
MIMAT0022723-0	hsa-mir-548h-3p
MIMAT0022723-2	hsa-mir-548h-4;hsa-mir-548h-4
MIMAT0022724-0	hsa-mir-1277-5p
MIMAT0022724-2	hsa-mir-1277
MIMAT0022725-0	hsa-mir-1255b-2-3p
MIMAT0022725-2	hsa-mir-1255b-2;hsa-mir-1255b-2
MIMAT0022726-0	hsa-mir-1306-5p
MIMAT0022726-2	hsa-mir-1306
MIMAT0022727-0	hsa-mir-1307-5p
MIMAT0022727-2	hsa-mir-1307
MIMAT0022728-0	hsa-mir-513c-3p
MIMAT0022728-2	hsa-mir-513c;hsa-mir-513c
MIMAT0022730-0	hsa-mir-548t-3p
MIMAT0022730-2	hsa-mir-548t
MIMAT0022731-0	hsa-mir-3184-3p
MIMAT0022732-0	hsa-mir-3191-5p
MIMAT0022732-2	hsa-mir-3191
MIMAT0022733-0	hsa-mir-548x-5p
MIMAT0022733-2	hsa-mir-548x
MIMAT0022735-0	hsa-mir-374c-3p
MIMAT0022735-2	hsa-mir-374c
MIMAT0022736-0	hsa-mir-642b-5p
MIMAT0022736-2	hsa-mir-642b
MIMAT0022737-0	hsa-mir-550b-2-5p
MIMAT0022737-1	hsa-mir-550b-1;hsa-mir-550b-2
MIMAT0022738-0	hsa-mir-548o-5p
MIMAT0022738-2	hsa-mir-548o-2
MIMAT0022739-0	hsa-mir-548aj-5p
MIMAT0022739-1	hsa-mir-548aj-2
MIMAT0022740-0	hsa-mir-548am-5p
MIMAT0022740-1	hsa-mir-548am
MIMAT0022741-0	hsa-mir-3529-3p
MIMAT0022742-0	hsa-mir-1273g-3p
MIMAT0022742-1	hsa-mir-1273g
MIMAT0022833-0	hsa-mir-365b-5p
MIMAT0022833-1	hsa-mir-365b;hsa-mir-365-2
MIMAT0022834-0	hsa-mir-365b-3p
MIMAT0022834-2	hsa-mir-365b;hsa-mir-365-2
MIMAT0022838-0	hsa-mir-1185-1-3p
MIMAT0022838-1	hsa-mir-1185-1
MIMAT0022839-0	hsa-mir-3190-3p
MIMAT0022839-1	hsa-mir-3190
MIMAT0022842-0	hsa-mir-98-3p
MIMAT0022842-2	hsa-mir-98;hsa-mir-98-x
MIMAT0022844-0	hsa-mir-216a-3p
MIMAT0022844-2	hsa-mir-216a;hsa-mir-216
MIMAT0022861-0	hsa-mir-376c-5p
MIMAT0022861-2	hsa-mir-376c;hsa-mir-368
MIMAT0022862-0	hsa-mir-381-5p
MIMAT0022862-2	hsa-mir-381
MIMAT0022923-0	hsa-mir-376b-5p
MIMAT0022923-2	hsa-mir-376b
MIMAT0022924-0	hsa-mir-495-5p
MIMAT0022924-2	hsa-mir-495
MIMAT0022925-0	hsa-mir-503-3p
MIMAT0022925-2	hsa-mir-503
MIMAT0022928-0	hsa-mir-376a-2-5p
MIMAT0022928-2	hsa-mir-376a-2
MIMAT0022929-0	hsa-mir-758-5p
MIMAT0022929-2	hsa-mir-758
MIMAT0022938-0	hsa-mir-937-5p
MIMAT0022938-2	hsa-mir-937
MIMAT0022939-0	hsa-mir-939-3p
MIMAT0022939-1	hsa-mir-939
MIMAT0022940-0	hsa-mir-1178-5p
MIMAT0022941-0	hsa-mir-1227-5p
MIMAT0022942-0	hsa-mir-1229-5p
MIMAT0022943-0	hsa-mir-1233-5p
MIMAT0022943-1	hsa-mir-1233-1;hsa-mir-1233;hsa-mir-1233-2;hsa-mir-1233-2
MIMAT0022945-0	hsa-mir-1236-5p
MIMAT0022945-1	hsa-mir-1236
MIMAT0022946-0	hsa-mir-1237-5p
MIMAT0022947-0	hsa-mir-1238-5p
MIMAT0022948-0	hsa-mir-1292-3p
MIMAT0022965-0	hsa-mir-3606-3p
MIMAT0022966-0	hsa-mir-3617-3p
MIMAT0022966-2	hsa-mir-3617
MIMAT0022967-0	hsa-mir-3620-5p
MIMAT0022967-1	hsa-mir-3620
MIMAT0022970-0	hsa-mir-3927-5p
MIMAT0022975-0	hsa-mir-3934-3p
MIMAT0022975-2	hsa-mir-3934
MIMAT0022977-0	hsa-mir-4632-5p
MIMAT0022977-2	hsa-mir-4632
MIMAT0022978-0	hsa-mir-4743-3p
MIMAT0022978-2	hsa-mir-4743
MIMAT0022979-0	hsa-mir-4750-3p
MIMAT0022984-0	hsa-mir-5089-3p
MIMAT0023116-0	hsa-mir-5739
MIMAT0023252-0	hsa-mir-5787
MIMAT0023252-1	hsa-mir-5787
MIMAT0023693-0	hsa-mir-6068
MIMAT0023694-0	hsa-mir-6069
MIMAT0023694-1	hsa-mir-6069
MIMAT0023695-0	hsa-mir-6070
MIMAT0023696-0	hsa-mir-6071
MIMAT0023697-0	hsa-mir-6072
MIMAT0023698-0	hsa-mir-6073
MIMAT0023699-0	hsa-mir-6074
MIMAT0023700-0	hsa-mir-6075
MIMAT0023701-0	hsa-mir-6076
MIMAT0023702-0	hsa-mir-6077
MIMAT0023703-0	hsa-mir-6078
MIMAT0023704-0	hsa-mir-6079
MIMAT0023705-0	hsa-mir-6080
MIMAT0023706-0	hsa-mir-6081
MIMAT0023707-0	hsa-mir-6082
MIMAT0023708-0	hsa-mir-6083
MIMAT0023709-0	hsa-mir-6084
MIMAT0023710-0	hsa-mir-6085
MIMAT0023711-0	hsa-mir-6086
MIMAT0023712-0	hsa-mir-6087
MIMAT0023712-1	hsa-mir-6087
MIMAT0023713-0	hsa-mir-6088
MIMAT0023713-1	hsa-mir-6088
MIMAT0023714-0	hsa-mir-6089
MIMAT0023715-0	hsa-mir-6090
MIMAT0024597-0	hsa-mir-6124
MIMAT0024597-1	hsa-mir-6124
MIMAT0024598-0	hsa-mir-6125
MIMAT0024598-1	hsa-mir-6125
MIMAT0024599-0	hsa-mir-6126
MIMAT0024599-1	hsa-mir-6126
MIMAT0024610-0	hsa-mir-6127
MIMAT0024610-1	hsa-mir-6127
MIMAT0024611-0	hsa-mir-6128
MIMAT0024611-1	hsa-mir-6128
MIMAT0024612-0	hsa-mir-378j
MIMAT0024613-0	hsa-mir-6129
MIMAT0024614-0	hsa-mir-6130
MIMAT0024614-1	hsa-mir-6130
MIMAT0024615-0	hsa-mir-6131
MIMAT0024615-1	hsa-mir-6131
MIMAT0024616-0	hsa-mir-6132
MIMAT0024616-1	hsa-mir-6132
MIMAT0024617-0	hsa-mir-6133
MIMAT0024617-1	hsa-mir-6133
MIMAT0024618-0	hsa-mir-6134
MIMAT0024782-0	hsa-mir-6165
MIMAT0024782-1	hsa-mir-6165
MIMAT0025450-0	hsa-mir-6499-5p
MIMAT0025450-1	hsa-mir-6499
MIMAT0025451-0	hsa-mir-6499-3p
MIMAT0025451-2	hsa-mir-6499
MIMAT0025452-0	hsa-mir-548ay-5p
MIMAT0025452-1	hsa-mir-548ay
MIMAT0025453-0	hsa-mir-548ay-3p
MIMAT0025453-2	hsa-mir-548ay
MIMAT0025454-0	hsa-mir-6500-5p
MIMAT0025455-0	hsa-mir-6500-3p
MIMAT0025455-1	hsa-mir-6500
MIMAT0025456-0	hsa-mir-548az-5p
MIMAT0025456-1	hsa-mir-548az
MIMAT0025457-0	hsa-mir-548az-3p
MIMAT0025458-0	hsa-mir-6501-5p
MIMAT0025458-2	hsa-mir-6501
MIMAT0025459-0	hsa-mir-6501-3p
MIMAT0025459-1	hsa-mir-6501
MIMAT0025460-0	hsa-mir-6502-5p
MIMAT0025460-1	hsa-mir-6502
MIMAT0025461-0	hsa-mir-6502-3p
MIMAT0025462-0	hsa-mir-6503-5p
MIMAT0025462-1	hsa-mir-6503
MIMAT0025463-0	hsa-mir-6503-3p
MIMAT0025463-2	hsa-mir-6503
MIMAT0025464-0	hsa-mir-6504-5p
MIMAT0025464-1	hsa-mir-6504
MIMAT0025465-0	hsa-mir-6504-3p
MIMAT0025466-0	hsa-mir-6505-5p
MIMAT0025466-1	hsa-mir-6505
MIMAT0025467-0	hsa-mir-6505-3p
MIMAT0025467-2	hsa-mir-6505
MIMAT0025468-0	hsa-mir-6506-5p
MIMAT0025468-1	hsa-mir-6506
MIMAT0025469-0	hsa-mir-6506-3p
MIMAT0025470-0	hsa-mir-6507-5p
MIMAT0025470-1	hsa-mir-6507
MIMAT0025471-0	hsa-mir-6507-3p
MIMAT0025471-2	hsa-mir-6507
MIMAT0025472-0	hsa-mir-6508-5p
MIMAT0025473-0	hsa-mir-6508-3p
MIMAT0025473-1	hsa-mir-6508
MIMAT0025474-0	hsa-mir-6509-5p
MIMAT0025475-0	hsa-mir-6509-3p
MIMAT0025475-1	hsa-mir-6509
MIMAT0025476-0	hsa-mir-6510-5p
MIMAT0025476-2	hsa-mir-6510
MIMAT0025477-0	hsa-mir-6510-3p
MIMAT0025477-1	hsa-mir-6510
MIMAT0025478-0	hsa-mir-6511a-5p
MIMAT0025478-2	hsa-mir-6511a-1;hsa-mir-6511a-2;hsa-mir-6511a-3;hsa-mir-6511a-4
MIMAT0025479-0	hsa-mir-6511a-3p
MIMAT0025479-1	hsa-mir-6511a-1;hsa-mir-6511a-2;hsa-mir-6511a-3;hsa-mir-6511a-4
MIMAT0025480-0	hsa-mir-6512-5p
MIMAT0025480-1	hsa-mir-6512
MIMAT0025481-0	hsa-mir-6512-3p
MIMAT0025481-2	hsa-mir-6512
MIMAT0025482-0	hsa-mir-6513-5p
MIMAT0025482-1	hsa-mir-6513
MIMAT0025483-0	hsa-mir-6513-3p
MIMAT0025483-2	hsa-mir-6513
MIMAT0025484-0	hsa-mir-6514-5p
MIMAT0025484-1	hsa-mir-6514
MIMAT0025485-0	hsa-mir-6514-3p
MIMAT0025485-2	hsa-mir-6514
MIMAT0025486-0	hsa-mir-6515-5p
MIMAT0025486-1	hsa-mir-6515
MIMAT0025487-0	hsa-mir-6515-3p
MIMAT0025487-2	hsa-mir-6515
MIMAT0025841-0	hsa-mir-6715a-3p
MIMAT0025842-0	hsa-mir-6715b-5p
MIMAT0025843-0	hsa-mir-6715b-3p
MIMAT0025844-0	hsa-mir-6716-5p
MIMAT0025844-2	hsa-mir-6716
MIMAT0025845-0	hsa-mir-6716-3p
MIMAT0025845-1	hsa-mir-6716
MIMAT0025846-0	hsa-mir-6717-5p
MIMAT0025846-1	hsa-mir-6717
MIMAT0025847-0	hsa-mir-6511b-5p
MIMAT0025847-2	hsa-mir-6511b-1;hsa-mir-6511b-2
MIMAT0025848-0	hsa-mir-6511b-3p
MIMAT0025848-1	hsa-mir-6511b-1;hsa-mir-6511b-2
MIMAT0025849-0	hsa-mir-6718-5p
MIMAT0025849-1	hsa-mir-6718
MIMAT0025850-0	hsa-mir-6719-3p
MIMAT0025851-0	hsa-mir-6720-3p
MIMAT0025851-1	hsa-mir-6720
MIMAT0025852-0	hsa-mir-6721-5p
MIMAT0025852-1	hsa-mir-6721
MIMAT0025853-0	hsa-mir-6722-5p
MIMAT0025854-0	hsa-mir-6722-3p
MIMAT0025855-0	hsa-mir-6723-5p
MIMAT0025855-1	hsa-mir-6723
MIMAT0025856-0	hsa-mir-6724-5p
MIMAT0025856-1	hsa-mir-6724-1;hsa-mir-6724;hsa-mir-6724-2;hsa-mir-6724-3;hsa-mir-6724-4
MIMAT0025857-0	hsa-mir-892c-5p
MIMAT0025858-0	hsa-mir-892c-3p
MIMAT0026472-0	hsa-let-7c-3p
MIMAT0026472-2	hsa-let-7c;hsa-let-7cl
MIMAT0026473-0	hsa-mir-95-5p
MIMAT0026473-2	hsa-mir-95;hsa-mir-95-4
MIMAT0026474-0	hsa-mir-208a-5p
MIMAT0026475-0	hsa-mir-210-5p
MIMAT0026475-2	hsa-mir-210
MIMAT0026476-0	hsa-mir-215-3p
MIMAT0026476-2	hsa-mir-215
MIMAT0026477-0	hsa-mir-128-1-5p
MIMAT0026477-2	hsa-mir-128-1;hsa-mir-128a
MIMAT0026478-0	hsa-mir-133a-5p
MIMAT0026478-2	hsa-mir-133a-1;hsa-mir-133a-2
MIMAT0026479-0	hsa-mir-152-5p
MIMAT0026479-2	hsa-mir-152
MIMAT0026480-0	hsa-mir-153-5p
MIMAT0026480-2	hsa-mir-153-2
MIMAT0026481-0	hsa-mir-134-3p
MIMAT0026481-2	hsa-mir-134
MIMAT0026482-0	hsa-mir-190a-3p
MIMAT0026482-2	hsa-mir-190a;hsa-mir-190
MIMAT0026483-0	hsa-mir-370-5p
MIMAT0026483-2	hsa-mir-370
MIMAT0026484-0	hsa-mir-372-5p
MIMAT0026484-2	hsa-mir-372
MIMAT0026485-0	hsa-mir-383-3p
MIMAT0026485-2	hsa-mir-383
MIMAT0026486-0	hsa-mir-328-5p
MIMAT0026486-2	hsa-mir-328
MIMAT0026554-0	hsa-mir-433-5p
MIMAT0026554-2	hsa-mir-433
MIMAT0026555-0	hsa-mir-329-5p
MIMAT0026555-2	hsa-mir-329-1;hsa-mir-329-2
MIMAT0026557-0	hsa-mir-412-5p
MIMAT0026557-1	hsa-mir-412
MIMAT0026558-0	hsa-mir-410-5p
MIMAT0026559-0	hsa-mir-487a-5p
MIMAT0026559-2	hsa-mir-487a;hsa-mir-487
MIMAT0026605-0	hsa-mir-489-5p
MIMAT0026605-2	hsa-mir-489
MIMAT0026606-0	hsa-mir-511-3p
MIMAT0026606-1	hsa-mir-511
MIMAT0026607-0	hsa-mir-494-5p
MIMAT0026607-2	hsa-mir-494
MIMAT0026608-0	hsa-mir-181d-3p
MIMAT0026608-2	hsa-mir-181d
MIMAT0026609-0	hsa-mir-520f-5p
MIMAT0026610-0	hsa-mir-519d-5p
MIMAT0026611-0	hsa-mir-520g-5p
MIMAT0026612-0	hsa-mir-504-3p
MIMAT0026612-2	hsa-mir-504
MIMAT0026613-0	hsa-mir-510-3p
MIMAT0026613-2	hsa-mir-510
MIMAT0026614-0	hsa-mir-487b-5p
MIMAT0026614-2	hsa-mir-487b
MIMAT0026615-0	hsa-mir-552-5p
MIMAT0026615-2	hsa-mir-552
MIMAT0026616-0	hsa-mir-579-5p
MIMAT0026616-1	hsa-mir-579
MIMAT0026617-0	hsa-mir-580-5p
MIMAT0026617-2	hsa-mir-580
MIMAT0026618-0	hsa-mir-585-5p
MIMAT0026618-2	hsa-mir-585
MIMAT0026619-0	hsa-mir-597-3p
MIMAT0026619-1	hsa-mir-597
MIMAT0026620-0	hsa-mir-598-5p
MIMAT0026620-2	hsa-mir-598
MIMAT0026621-0	hsa-mir-605-3p
MIMAT0026621-1	hsa-mir-605
MIMAT0026622-0	hsa-mir-619-5p
MIMAT0026622-1	hsa-mir-619
MIMAT0026623-0	hsa-mir-627-3p
MIMAT0026623-2	hsa-mir-627
MIMAT0026624-0	hsa-mir-651-3p
MIMAT0026624-2	hsa-mir-651
MIMAT0026625-0	hsa-mir-653-3p
MIMAT0026625-1	hsa-mir-653
MIMAT0026626-0	hsa-mir-655-5p
MIMAT0026626-2	hsa-mir-655
MIMAT0026627-0	hsa-mir-656-5p
MIMAT0026636-0	hsa-mir-668-5p
MIMAT0026637-0	hsa-mir-1296-3p
MIMAT0026637-2	hsa-mir-1296
MIMAT0026638-0	hsa-mir-1468-3p
MIMAT0026639-0	hsa-mir-1301-5p
MIMAT0026639-2	hsa-mir-1301
MIMAT0026640-0	hsa-mir-670-3p
MIMAT0026640-1	hsa-mir-670
MIMAT0026641-0	hsa-mir-1298-3p
MIMAT0026641-2	hsa-mir-1298
MIMAT0026717-0	hsa-mir-891a-3p
MIMAT0026718-0	hsa-mir-874-5p
MIMAT0026718-2	hsa-mir-874
MIMAT0026719-0	hsa-mir-889-5p
MIMAT0026720-0	hsa-mir-887-5p
MIMAT0026720-2	hsa-mir-887
MIMAT0026721-0	hsa-mir-216b-3p
MIMAT0026722-0	hsa-mir-208b-5p
MIMAT0026722-2	hsa-mir-208b
MIMAT0026734-0	hsa-mir-942-3p
MIMAT0026734-2	hsa-mir-942
MIMAT0026735-0	hsa-mir-1180-5p
MIMAT0026735-2	hsa-mir-1180
MIMAT0026736-0	hsa-mir-548e-5p
MIMAT0026736-2	hsa-mir-548e;hsa-mir-548e
MIMAT0026737-0	hsa-mir-548j-3p
MIMAT0026737-2	hsa-mir-548j;hsa-mir-548j
MIMAT0026738-0	hsa-mir-1287-3p
MIMAT0026738-2	hsa-mir-1287
MIMAT0026739-0	hsa-mir-548f-5p
MIMAT0026739-2	hsa-mir-548f-1;hsa-mir-548f-1
MIMAT0026740-0	hsa-mir-1250-3p
MIMAT0026741-0	hsa-mir-1251-3p
MIMAT0026742-0	hsa-mir-1266-3p
MIMAT0026742-2	hsa-mir-1266
MIMAT0026743-0	hsa-mir-1288-5p
MIMAT0026744-0	hsa-mir-1252-3p
MIMAT0026744-1	hsa-mir-1252
MIMAT0026749-0	hsa-mir-513b-3p
MIMAT0026749-2	hsa-mir-513b;hsa-mir-513b
MIMAT0026765-0	hsa-mir-1537-5p
MIMAT0026765-2	hsa-mir-1537
MIMAT0026916-0	hsa-mir-1908-3p
MIMAT0026916-2	hsa-mir-1908
MIMAT0026917-0	hsa-mir-1910-3p
MIMAT0026917-1	hsa-mir-1910
MIMAT0026921-0	hsa-mir-2276-5p
MIMAT0027026-0	hsa-mir-3151-3p
MIMAT0027027-0	hsa-mir-3192-3p
MIMAT0027032-0	hsa-mir-500b-3p
MIMAT0027032-2	hsa-mir-500b
MIMAT0027036-0	hsa-mir-3912-5p
MIMAT0027036-2	hsa-mir-3912
MIMAT0027037-0	hsa-mir-3928-5p
MIMAT0027038-0	hsa-mir-1343-5p
MIMAT0027041-0	hsa-mir-5088-3p
MIMAT0027041-1	hsa-mir-5088
MIMAT0027088-0	hsa-mir-5189-3p
MIMAT0027103-0	hsa-mir-5699-5p
MIMAT0027103-1	hsa-mir-5699
MIMAT0027345-0	hsa-mir-6720-5p
MIMAT0027345-2	hsa-mir-6720
MIMAT0027353-0	hsa-mir-6726-5p
MIMAT0027354-0	hsa-mir-6726-3p
MIMAT0027355-0	hsa-mir-6727-5p
MIMAT0027356-0	hsa-mir-6727-3p
MIMAT0027357-0	hsa-mir-6728-5p
MIMAT0027358-0	hsa-mir-6728-3p
MIMAT0027359-0	hsa-mir-6729-5p
MIMAT0027360-0	hsa-mir-6729-3p
MIMAT0027361-0	hsa-mir-6730-5p
MIMAT0027362-0	hsa-mir-6730-3p
MIMAT0027363-0	hsa-mir-6731-5p
MIMAT0027364-0	hsa-mir-6731-3p
MIMAT0027365-0	hsa-mir-6732-5p
MIMAT0027366-0	hsa-mir-6732-3p
MIMAT0027367-0	hsa-mir-6733-5p
MIMAT0027368-0	hsa-mir-6733-3p
MIMAT0027369-0	hsa-mir-6734-5p
MIMAT0027370-0	hsa-mir-6734-3p
MIMAT0027371-0	hsa-mir-6735-5p
MIMAT0027371-1	hsa-mir-6735
MIMAT0027372-0	hsa-mir-6735-3p
MIMAT0027373-0	hsa-mir-6736-5p
MIMAT0027374-0	hsa-mir-6736-3p
MIMAT0027375-0	hsa-mir-6737-5p
MIMAT0027376-0	hsa-mir-6737-3p
MIMAT0027377-0	hsa-mir-6738-5p
MIMAT0027378-0	hsa-mir-6738-3p
MIMAT0027379-0	hsa-mir-6739-5p
MIMAT0027380-0	hsa-mir-6739-3p
MIMAT0027381-0	hsa-mir-6740-5p
MIMAT0027382-0	hsa-mir-6740-3p
MIMAT0027383-0	hsa-mir-6741-5p
MIMAT0027384-0	hsa-mir-6741-3p
MIMAT0027385-0	hsa-mir-6742-5p
MIMAT0027386-0	hsa-mir-6742-3p
MIMAT0027387-0	hsa-mir-6743-5p
MIMAT0027388-0	hsa-mir-6743-3p
MIMAT0027389-0	hsa-mir-6744-5p
MIMAT0027390-0	hsa-mir-6744-3p
MIMAT0027391-0	hsa-mir-6745
MIMAT0027392-0	hsa-mir-6746-5p
MIMAT0027393-0	hsa-mir-6746-3p
MIMAT0027394-0	hsa-mir-6747-5p
MIMAT0027395-0	hsa-mir-6747-3p
MIMAT0027396-0	hsa-mir-6748-5p
MIMAT0027397-0	hsa-mir-6748-3p
MIMAT0027398-0	hsa-mir-6749-5p
MIMAT0027399-0	hsa-mir-6749-3p
MIMAT0027400-0	hsa-mir-6750-5p
MIMAT0027401-0	hsa-mir-6750-3p
MIMAT0027402-0	hsa-mir-6751-5p
MIMAT0027403-0	hsa-mir-6751-3p
MIMAT0027404-0	hsa-mir-6752-5p
MIMAT0027405-0	hsa-mir-6752-3p
MIMAT0027406-0	hsa-mir-6753-5p
MIMAT0027407-0	hsa-mir-6753-3p
MIMAT0027408-0	hsa-mir-6754-5p
MIMAT0027409-0	hsa-mir-6754-3p
MIMAT0027410-0	hsa-mir-6755-5p
MIMAT0027411-0	hsa-mir-6755-3p
MIMAT0027412-0	hsa-mir-6756-5p
MIMAT0027413-0	hsa-mir-6756-3p
MIMAT0027414-0	hsa-mir-6757-5p
MIMAT0027415-0	hsa-mir-6757-3p
MIMAT0027416-0	hsa-mir-6758-5p
MIMAT0027417-0	hsa-mir-6758-3p
MIMAT0027418-0	hsa-mir-6759-5p
MIMAT0027419-0	hsa-mir-6759-3p
MIMAT0027420-0	hsa-mir-6760-5p
MIMAT0027421-0	hsa-mir-6760-3p
MIMAT0027422-0	hsa-mir-6761-5p
MIMAT0027423-0	hsa-mir-6761-3p
MIMAT0027424-0	hsa-mir-6762-5p
MIMAT0027425-0	hsa-mir-6762-3p
MIMAT0027426-0	hsa-mir-6763-5p
MIMAT0027427-0	hsa-mir-6763-3p
MIMAT0027428-0	hsa-mir-6764-5p
MIMAT0027429-0	hsa-mir-6764-3p
MIMAT0027430-0	hsa-mir-6765-5p
MIMAT0027431-0	hsa-mir-6765-3p
MIMAT0027432-0	hsa-mir-6766-5p
MIMAT0027433-0	hsa-mir-6766-3p
MIMAT0027434-0	hsa-mir-6767-5p
MIMAT0027435-0	hsa-mir-6767-3p
MIMAT0027436-0	hsa-mir-6768-5p
MIMAT0027437-0	hsa-mir-6768-3p
MIMAT0027438-0	hsa-mir-6769a-5p
MIMAT0027439-0	hsa-mir-6769a-3p
MIMAT0027439-1	hsa-mir-6769a
MIMAT0027440-0	hsa-mir-6770-5p
MIMAT0027441-0	hsa-mir-6770-3p
MIMAT0027442-0	hsa-mir-6771-5p
MIMAT0027443-0	hsa-mir-6771-3p
MIMAT0027444-0	hsa-mir-6772-5p
MIMAT0027445-0	hsa-mir-6772-3p
MIMAT0027446-0	hsa-mir-6773-5p
MIMAT0027447-0	hsa-mir-6773-3p
MIMAT0027448-0	hsa-mir-6774-5p
MIMAT0027449-0	hsa-mir-6774-3p
MIMAT0027450-0	hsa-mir-6775-5p
MIMAT0027451-0	hsa-mir-6775-3p
MIMAT0027452-0	hsa-mir-6776-5p
MIMAT0027453-0	hsa-mir-6776-3p
MIMAT0027454-0	hsa-mir-6777-5p
MIMAT0027455-0	hsa-mir-6777-3p
MIMAT0027456-0	hsa-mir-6778-5p
MIMAT0027457-0	hsa-mir-6778-3p
MIMAT0027458-0	hsa-mir-6779-5p
MIMAT0027459-0	hsa-mir-6779-3p
MIMAT0027460-0	hsa-mir-6780a-5p
MIMAT0027461-0	hsa-mir-6780a-3p
MIMAT0027462-0	hsa-mir-6781-5p
MIMAT0027463-0	hsa-mir-6781-3p
MIMAT0027464-0	hsa-mir-6782-5p
MIMAT0027465-0	hsa-mir-6782-3p
MIMAT0027466-0	hsa-mir-6783-5p
MIMAT0027467-0	hsa-mir-6783-3p
MIMAT0027468-0	hsa-mir-6784-5p
MIMAT0027469-0	hsa-mir-6784-3p
MIMAT0027470-0	hsa-mir-6785-5p
MIMAT0027471-0	hsa-mir-6785-3p
MIMAT0027472-0	hsa-mir-6786-5p
MIMAT0027473-0	hsa-mir-6786-3p
MIMAT0027474-0	hsa-mir-6787-5p
MIMAT0027475-0	hsa-mir-6787-3p
MIMAT0027476-0	hsa-mir-6788-5p
MIMAT0027477-0	hsa-mir-6788-3p
MIMAT0027478-0	hsa-mir-6789-5p
MIMAT0027479-0	hsa-mir-6789-3p
MIMAT0027480-0	hsa-mir-6790-5p
MIMAT0027481-0	hsa-mir-6790-3p
MIMAT0027482-0	hsa-mir-6791-5p
MIMAT0027483-0	hsa-mir-6791-3p
MIMAT0027484-0	hsa-mir-6792-5p
MIMAT0027485-0	hsa-mir-6792-3p
MIMAT0027486-0	hsa-mir-6793-5p
MIMAT0027487-0	hsa-mir-6793-3p
MIMAT0027487-1	hsa-mir-6793
MIMAT0027488-0	hsa-mir-6794-5p
MIMAT0027489-0	hsa-mir-6794-3p
MIMAT0027490-0	hsa-mir-6795-5p
MIMAT0027491-0	hsa-mir-6795-3p
MIMAT0027492-0	hsa-mir-6796-5p
MIMAT0027493-0	hsa-mir-6796-3p
MIMAT0027494-0	hsa-mir-6797-5p
MIMAT0027495-0	hsa-mir-6797-3p
MIMAT0027496-0	hsa-mir-6798-5p
MIMAT0027497-0	hsa-mir-6798-3p
MIMAT0027498-0	hsa-mir-6799-5p
MIMAT0027499-0	hsa-mir-6799-3p
MIMAT0027500-0	hsa-mir-6800-5p
MIMAT0027501-0	hsa-mir-6800-3p
MIMAT0027501-1	hsa-mir-6800
MIMAT0027502-0	hsa-mir-6801-5p
MIMAT0027503-0	hsa-mir-6801-3p
MIMAT0027504-0	hsa-mir-6802-5p
MIMAT0027505-0	hsa-mir-6802-3p
MIMAT0027506-0	hsa-mir-6803-5p
MIMAT0027507-0	hsa-mir-6803-3p
MIMAT0027508-0	hsa-mir-6804-5p
